0|None|0|Status|???|-|0|0%|This move does not exist.|0|0|This move probably won't go over too well in contest.
464|Dark Void|15|Status|Smart|10|-|80%|The opposing pokemon is dragged into a world of darkness that puts them to sleep.|2|0|If a pokemon appealing after this would lose points, that pokemon loses 2x as many points instead.
465|Seed Flare|4|Special|Beautiful|5|120|85%|The user generates a shock wave from within its body. Roll 13 or higher on the status die to lower opposing pokemon's SP. DEF by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|6|0|A very appealing move. If user would lose points this round, they lose 2x as many instead.
466|Ominous Wind|13|Special|Beautiful|5|60|100%|The user creates a gust of repulsive wind. Roll 19 or higher to raise all user's stats by 20 points for the remainder of the battle or until user switches out (whichever comes first).|1|0|User cannot lose points for the remainder of the round.
467|Shadow Force|13|Physical|Cool|5|120|100%|1st turn, user disappears. 2nd turn, user strikes foe. Hits even if the foe uses protect.|1|0|User cannot lose points for the rest of the round
468|Shadow Blitz|17|Physical|???|-|40|100%|A pokemon throws this tackle while casting a shadowy aura|0|0|This move probably won't go over too well in contest.
469|Shadow Rush|17|Physical|???|-|90|100%|Pokemon executes a tackle while exuding a shadowy aura. User takes 1/4 of damage given on self.|0|0|This move probably won't go over too well in contest.
470|Shadow Break|17|Physical|???|-|75|100%|A shattering ram attack with a shadowy aura.|0|0|This move probably won't go over too well in contest.
471|Shadow End|17|Physical|???|-|120|60%|A shadowy aura ram attack that also rebounds on the user. User takes recoil damage equal to 1/2 of remaining HP.|0|0|This move probably won't go over too well in contest.
472|Shadow Wave|17|Special|???|-|50|100%|Shadowy aura waves are loosed to inflict damage|0|0|This move probably won't go over too well in contest.
473|Shadow Rave|17|Special|???|-|70|100%|A shadowy aura in the ground is used to launch spikes|0|0|This move probably won't go over too well in contest.
474|Shadow Storm|17|Special|???|-|95|100%|A shadowy aura is used to whip up a vicious tornado.|0|0|This move probably won't go over too well in contest.
475|Shadow Fire|17|Special|???|-|75|100%|A shadowy fireball attack. Roll 19 or higher on the status die to burn opposing pokemon.|0|0|This move probably won't go over too well in contest.
476|Shadow Bolt|17|Special|???|-|75|100%|A shadowy thunder attack. Roll 19 or higher on the status die to paralyze opposing pokemon.|0|0|This move probably won't go over too well in contest.
477|Shadow Chill|17|Special|???|-|75|100%|A shadowy ice attack. Roll 19 or higher on status die to freeze opposing pokemon.|0|0|This move probably won't go over too well in contest.
478|Shadow Blast|17|Special|???|-|75|100%|A wicked blade of air is formed using a shadowy aura.|0|0|This move probably won't go over too well in contest.
479|Shadow Sky|17|Status|???|-|-|100%|Darkness hurts all but shadow pokemon for 5 turns. Non-shadow pokemon take 1d20 worth of damage each turn.|0|0|This move probably won't go over too well in contest.
480|Shadow Hold|17|Status|???|-|-|100%|Prevents opponent from escaping.|0|0|This move probably won't go over too well in contest.
481|Shadow Mist|17|Status|???|-|-|100%|Increases accuracy of all moves made against opposing pokemon by 10% for the remainder of the battle or until pokemon switches out (whichever comes first).|0|0|This move probably won't go over too well in contest.
482|Shadow Panic|17|Status|???|-|-|60%|Confuses opposing pokemon. Does not work on pokemon with the abilities own tempo or soundproof.|0|0|This move probably won't go over too well in contest.
483|Shadow Down|17|Status|???|-|-|100%|Reduces opposing pokemon's DEF by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|0|0|This move probably won't go over too well in contest.
484|Shadow Shed|17|Status|???|-|-|100%|Removes the effects of safeguard, reflect, and light screen from the battle. Affects both parties|0|0|This move probably won't go over too well in contest.
485|Shadow Half|17|Status|???|-|-|100%|Halves the curent HP of all pokemon in battle. Always leaves 1HP.|0|0|This move probably won't go over too well in contest.
